,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
0,1,0;40206;40342;40140;40295;41000;40156;41082;41174;0,8:10,15:45,74256,891.072,0,34.0,200,1129.0720000000001,0
1,1,0;40061;40381;40458;40070;40512;41057;41074;41035;0,8:33,15:28,71942,863.304,0,21.6,200,1098.104,0
2,1,0;40249;40343;40521;40290;40800;40241;0,8:2,12:56,61363,736.356,0,0.0,200,936.356,0
3,2,0;40808;40587;40611;40724;40297;41179;0,8:33,14:15,59322,830.508,0,24.8,300,1168.508,0
4,1,0;40164;40999;40382;40055;41077;41095;41003;41197;0,8:48,16:17,82830,993.96,0,32.800000000000004,200,1226.76,0
5,1,0;40657;40943;40115;40572;40203;0,8:15,12:43,61254,735.048,0,0.0,200,935.048,0
6,1,0;40766;40025;40581;40263;40972;40771;0,8:7,13:33,76533,918.3960000000001,0,0.0,200,1119.596,0
7,1,0;40036;40019;40240;40701;40457;40267;41091;41083;41129;0,8:9,16:24,92884,1114.608,0,31.6,200,1349.808,0
8,1,0;40131;40205;40625;40361;0,8:17,12:20,52526,630.312,0,0.0,200,830.312,0
9,1,0;40039;40891;40809;41076;41189;0,10:4,15:15,65533,786.3960000000001,0,23.200000000000003,200,1009.596,0
10,1,0;40404;40602;40977;40077;41071;41043;41211;0,8:13,17:24,97177,1166.124,50,69.2,200,1485.324,1
11,1,0;40759;40558;40942;40009;0,8:24,12:48,58114,697.368,0,0.0,200,904.9680000000001,0
12,1,0;40881;40072;40711;40270;0,8:10,12:11,51802,621.624,0,19.6,200,841.224,0
13,1,0;40838;40538;40871;40037;40130;0,8:40,13:15,62926,755.112,0,0.0,200,964.712,0
14,1,0;40658;40801;40064;40053;40227;41137;41148;0,8:1,15:32,74837,898.044,0,50.0,200,1148.444,0
15,1,0;40419;40481;40923;40946;0,8:32,12:51,61966,743.592,0,0.0,200,950.392,0
16,1,0;40706;40139;40002;40616;40677;40391;41019;0,8:10,14:44,73535,882.4200000000001,0,19.200000000000003,200,1105.6200000000001,0
17,1,0;40098;40816;40841;40117;0,8:51,13:5,53702,644.424,0,0.0,200,852.8240000000001,0
18,1,0;40375;40989;40459;40488;0,8:9,11:46,49738,596.856,0,0.0,200,796.856,0
19,1,0;40532;40544;40668;40288;40693;41119;41050;0,8:3,17:7,93072,1116.864,0,60.0,200,1378.064,0
20,1,0;40987;40812;40515;40441;0,8:19,12:4,50404,604.848,0,0.0,200,812.048,0
21,1,0;40403;40341;40147;40384;0,8:44,12:41,50434,605.208,0,0.0,200,810.808,0
22,1,0;40306;40993;40691;40124;0,9:4,12:29,49529,594.348,0,0.0,200,809.9480000000001,0
23,1,0;40719;40088;40119;40187;0,8:22,12:49,63648,763.7760000000001,0,0.0,200,963.7760000000001,0
24,1,0;40351;40982;40434;40645;41156;41100;0,8:10,16:8,81020,972.24,0,48.800000000000004,200,1221.04,0
25,1,0;40136;40595;40266;40065;0,8:3,12:11,56429,677.148,0,0.0,200,877.148,0
26,1,0;40153;40093;40535;40609;40397;40949;0,8:20,13:42,81317,975.804,0,0.0,200,1175.804,0
27,1,0;40359;40175;40374;40694;0,8:36,12:36,47389,568.668,0,0.0,200,768.668,0
28,1,0;40884;40413;40601;40268;40360;0,8:27,12:54,59265,711.1800000000001,0,11.600000000000001,200,933.5799999999999,0
29,1,0;40300;40568;40504;40732;40813;40071;0,8:12,13:3,71681,860.172,0,0.0,200,1064.172,0
30,1,0;40579;40174;40641;40737;0,8:2,11:30,51787,621.444,0,0.0,200,821.444,0
31,1,0;40280;40747;40046;40324;0,8:33,12:1,40102,481.224,0,0.0,200,686.0240000000001,0
32,1,0;40540;40212;40656;40354;0,8:5,12:5,35952,431.42400000000004,0,14.0,200,647.424,0
33,1,0;40247;40864;40123;40336;0,8:18,11:41,34516,414.192,0,0.0,200,615.792,0
34,1,0;40326;40648;40667;40757;0,8:42,12:27,45552,546.624,0,0.0,200,763.424,0
35,1,0;40839;40733;40624;40863;0,8:8,12:38,36373,436.476,0,29.200000000000003,200,665.676,0
36,1,0;40654;40314;40422;40207;40363;41086;0,8:20,16:7,85568,1026.816,0,60.800000000000004,200,1295.616,0
37,1,0;40109;40135;40858;40007;0,8:37,11:55,25649,307.788,0,11.600000000000001,200,526.588,0
38,1,0;40888;40674;40639;40713;0,8:6,10:51,23098,277.176,0,0.0,200,479.176,0
39,1,0;40910;40082;40042;40878;0,8:17,12:43,46104,553.248,0,8.0,200,768.048,0
40,1,0;40189;40012;40952;40298;40370;40283;41142;41010;41224;0,8:20,16:53,110153,1321.836,50,42.400000000000006,200,1622.236,1
41,1,0;40798;40914;40621;40455;0,8:4,11:2,26066,312.79200000000003,0,0.0,200,512.792,0
42,1,0;40762;40751;40310;40221;0,8:1,12:8,37435,449.22,0,20.400000000000002,200,669.62,0
43,1,0;40831;40569;40566;40014;0,8:47,11:22,19010,228.12,0,0.0,200,441.32,0
44,1,0;40651;40738;40201;40636;0,8:11,11:17,25358,304.296,0,11.200000000000001,200,519.896,0
45,1,0;40604;40472;40699;40406;41012;41020;0,8:19,14:19,74980,899.76,0,28.8,200,1128.56,0
46,1,0;40338;40973;40970;40216;0,8:9,11:16,20427,245.124,0,10.0,200,456.724,0
47,1,0;40008;40262;40646;40146;41133;41170;41198;0,8:10,16:39,98698,1184.376,0,44.0,200,1428.376,0
48,1,0;40311;40057;40684;40398;0,8:8,11:0,24172,290.064,0,0.0,200,490.064,0
49,1,0;40761;40261;40689;40347;0,8:2,11:19,28666,343.992,0,6.800000000000001,200,551.5920000000001,0
50,1,0;40994;40850;40133;40484;0,8:15,10:52,18155,217.86,0,0.0,200,417.86,0
51,1,0;40911;40902;40628;40462;0,8:13,11:21,19036,228.43200000000002,0,7.6000000000000005,200,441.232,0
52,1,0;40023;40357;40509;40445;0,8:36,12:6,37140,445.68,0,10.4,200,656.0799999999999,0
53,1,0;40990;40981;40586;40529;40995;41191;0,8:12,14:4,91378,1096.536,0,25.200000000000003,200,1326.536,0
54,1,0;40138;40560;40688;40255;40741;0,8:1,12:35,66156,793.8720000000001,0,0.0,200,993.8720000000001,0
55,1,0;40111;40983;40948;40908;0,9:5,11:36,13155,157.86,0,0.0,200,361.86,0
56,1,0;40021;40296;40286;0,8:0,10:41,49953,599.436,0,0.0,200,799.4359999999999,0
57,1,0;40277;40670;40315;40767;0,8:1,11:14,29470,353.64,0,0.0,200,553.64,0
58,1,0;40563;40862;40467;0,8:19,11:5,61805,741.66,0,0.0,200,941.66,0
59,1,0;40574;40945;40552;40208;40048;41088;41007;41026;41249;0,8:18,17:24,167717,2012.604,50,41.2,200,2311.0040000000004,1
60,1,0;40424;40309;40735;40962;40322;41163;41009;41052;41252;0,8:25,16:55,130982,1571.784,50,24.8,200,1856.584,1
61,1,0;40079;40181;40818;40822;40281;41054;41053;41136;41244;0,8:17,16:46,136949,1643.3880000000001,50,9.600000000000001,200,1909.788,1
62,1,0;40614;40439;40276;40517;40835;41124;41073;41277;41004;0,8:20,17:25,150613,1807.356,50,38.800000000000004,200,2104.156,1
63,1,0;40233;40591;40936;40940;40840;41015;41188;41126;41240;0,8:9,17:11,151179,1814.1480000000001,50,26.8,200,2094.5480000000002,1
64,1,0;40348;40107;40186;40369;40214;41110;41092;41008;41214;0,8:16,17:46,133210,1598.52,50,28.400000000000002,200,1883.32,1
65,1,0;40480;40984;40606;40412;41141;41120;41048;41122;41222;0,8:16,17:24,139346,1672.152,50,35.6,200,1964.152,1
66,2,0;40229;40792;40612;40872;41171;41093;41036;41300;0,8:43,16:25,142346,1992.844,50,11.600000000000001,300,2371.644,1
67,1,0;40718;40553;40917;40608;40870;41016;41014;41125;41259;0,8:9,17:17,136362,1636.344,50,28.8,200,1918.7440000000001,1
68,1,0;40960;40582;40905;41056;41194;41084;41287;0,8:29,16:54,125347,1504.164,50,40.0,200,1800.964,1
69,1,0;40969;40877;40976;40647;40890;41146;41157;41268;0,8:6,15:24,108974,1307.688,50,22.400000000000002,200,1582.4879999999998,1
70,1,0;40979;40784;40938;40118;41250;41038;41045;41080;0,8:48,16:13,149592,1795.104,50,10.8,200,2075.1040000000003,1
71,1,0;40430;40556;40442;40873;40671;41200;41018;41261;0,8:2,16:34,122047,1464.564,50,37.6,200,1752.964,1
72,1,0;40660;40243;40793;40258;41116;41147;41062;41176;0,8:16,17:9,96579,1158.948,0,64.4,200,1423.748,0
73,1,0;40618;40951;40141;40078;40704;41089;41041;41217;0,8:0,17:12,156415,1876.98,50,44.800000000000004,200,2171.7799999999997,1
74,1,0;40350;40054;40325;40104;41033;41209;41168;0,8:34,15:37,133935,1607.22,50,0.0,200,1862.42,1
75,1,0;40487;40251;40204;40968;40411;40722;41139;41219;0,8:5,15:42,106366,1276.392,50,32.0,200,1560.392,1
76,1,0;40232;40407;40454;40219;40903;41164;41109;0,8:54,15:5,84530,1014.36,0,16.0,200,1251.96,0
77,1,0;40415;40371;40782;40829;40802;0,8:2,12:50,93204,1118.448,0,6.0,200,1325.248,0
78,1,0;40680;40285;40743;40594;40633;41098;41231;0,8:0,14:45,114720,1376.64,50,7.2,200,1633.8400000000001,1
79,1,0;40683;40319;40912;40489;40376;0,8:14,12:34,90895,1090.74,0,0.0,200,1290.74,0
80,1,0;40709;40067;40653;41108;41217;41154;41175;0,8:0,16:25,149961,1799.532,50,50.0,200,2099.532,1
81,1,0;40887;40522;40383;40852;41022;41193;41278;0,8:11,16:3,108861,1306.332,50,35.2,200,1595.9320000000002,1
82,1,0;40162;40026;40525;40033;41247;41143;41173;0,8:7,15:51,145170,1742.04,50,6.0,200,2000.8400000000001,1
83,1,0;40081;40087;40355;40619;40769;41081;41263;0,8:3,15:39,133098,1597.176,50,26.8,200,1875.176,1
84,1,0;40294;40806;40507;40220;41187;0,8:18,15:12,93225,1118.7,0,60.400000000000006,200,1386.3000000000002,0
85,1,0;40561;40627;40768;40470;40810;41102;41023;41268;0,8:0,15:29,118902,1426.824,50,16.8,200,1693.624,1
86,1,0;40998;40335;40740;40144;40965;41030;0,8:35,14:41,85267,1023.2040000000001,0,12.0,200,1249.204,0
87,1,0;40756;40490;40332;40184;40975;0,8:3,13:38,89894,1078.728,0,0.0,200,1278.728,0
88,1,0;40339;40894;40020;40438;40847;41011;41219;0,8:8,15:39,111582,1338.984,50,37.6,200,1629.784,1
89,1,0;40127;40126;40116;40778;0,8:14,13:33,83766,1005.192,0,0.0,200,1205.192,0
90,1,0;40103;40557;40564;40352;40712;0,8:2,12:19,91768,1101.2160000000001,0,0.0,200,1301.216,0
91,1,0;40567;40638;40269;40897;41145;41017;0,8:25,15:6,85305,1023.66,0,9.200000000000001,200,1242.8600000000001,0
92,1,0;40468;40527;40644;40047;41196;0,8:9,14:54,92571,1110.852,0,33.2,200,1347.652,0
93,1,0;40456;40129;40172;40868;40642;41106;0,8:4,14:14,93755,1125.06,0,13.600000000000001,200,1340.26,0
94,1,0;40389;40941;40904;40414;41195;0,8:38,14:45,93864,1126.368,0,27.6,200,1369.168,0
95,1,0;40231;40279;40432;41046;41186;41181;0,9:42,16:12,99912,1198.944,0,13.600000000000001,200,1436.144,0
96,1,0;40137;40340;40721;40121;41042;41152;41182;41294;0,8:2,16:38,110024,1320.288,50,55.6,200,1626.6879999999999,1
97,1,0;40211;40058;40730;40253;0,8:3,12:43,83783,1005.3960000000001,0,0.0,200,1205.396,0
98,1,0;40518;40095;40615;40728;40159;41219;0,8:17,13:11,91320,1095.84,50,0.0,200,1351.44,1
99,1,0;40861;40659;40388;40074;0,8:15,12:46,76041,912.4920000000001,0,0.0,200,1112.492,0
100,1,0;40344;40867;40399;40278;0,8:52,12:47,72814,873.768,0,0.0,200,1076.1680000000001,0
101,1,0;40471;40385;40097;40210;0,8:18,12:38,82088,985.056,0,0.0,200,1185.056,0
102,1,0;40302;40256;40086;40349;41111;41128;41166;0,8:53,15:38,80349,964.188,0,37.2,200,1222.588,0
103,1,0;40537;40409;40367;40050;40320;40534;0,8:1,13:7,95295,1143.54,0,0.0,200,1343.54,0
104,1,0;40696;40503;40035;40679;0,8:19,13:7,75648,907.7760000000001,0,0.0,200,1108.576,0
105,1,0;40549;40163;40235;40826;40710;41290;0,8:25,13:39,96003,1152.036,50,0.0,200,1407.236,1
106,1,0;40226;40539;40028;41177;41099;0,8:53,16:5,85450,1025.4,0,72.4,200,1319.0,0
